,labels,text,ppl
30574,0,怀疑是假货，洗发后感觉很不好,47.49163986709978
7598,1,手机质量很好哎，就是没有送礼品,28.293420272581244
43849,0,有差异的产品，下次不会选购了,27.63803523980678
10361,0,东西搭配了一堆没用的，给差评,15.722316751858909
3099,1,一般般 会有卡顿 看电影还行,128.26166304041155
28438,1,不错很满意，物流小哥很给力。,40.160361193697845
34577,0,京东的配送就这样吗？真是失望,31.038256376073768
12015,0,非常不满意，大型游戏根本玩不了,6.521629574915986
31819,0,垃圾京东，收钱不发货，趁早倒闭,28.02234184620041
42623,1,衣服面料很舒服，柔软，大小合适,23.664061106141276
43428,0,哎与图片差距太大真心接受不了,137.4213957747062
38964,1,面料很好，款式时尚 穿上很舒服,77.717536168856
32231,0,洗发水不正宗的，洗完头皮屑很多,90.63212789796101
17545,1,京东商城的商品实惠，继续支持！,10.671316147416448
36576,1,蒙牛出香蕉奶啦 味道还不错哦,289.17213530777497
6653,1,快递速度很快，平板用了还不错。,27.509564961445168
39896,1,大小合适，有弹力，辉常满意！,89.28588576357626
38971,1,刚收到货，很好，物超所值！！,72.5824390804302
41286,1,穿上变得特别帅，怎么呢？嘻嘻。,31.612381550911927
29583,1,超值值得购买！便宜实惠真的很好,8.106618076019021
12956,0,不咋好，显示不清楚，想贴膜的,63.348094425403
31712,0,不好，这么贵还不好，我也是醉了,45.3626529416975
31680,0,啥时候到啊下单好几天了还没到?,80.24775334870301
60362,0,很一般，价格不高，但设备差！,18.46252111914312
45785,0,没穿几次就破2个洞，做工不好。,67.11470314674939
30820,0,被坑了，不好用，只能给一星?,131.48180930154626
10933,0,送货师傅不错，平板质量一般般,55.533320766205534
40218,1,穿上很舒服，面料不错，蛮好的,44.16184120150876
36597,1,蒙牛滴。。。口感醇厚，不错～,487.29122636271245
47403,0,衣服不行 ！！！ 快递也不给力,95.51327275968889
42213,1,质量好，做工精细。非常满意！,6.222902117640219
31785,0,不好用，味道太浓，不适合男人,17.56671394825264
46015,0,质量没有想像的那么好，不要上当,8.799904253094672
42170,1,款式新颖，又合身，孩子很喜欢,14.677555460460107
43150,0,欺骗消费者！！！严重不符！！！,14.499541607058905
45415,0,商品没图上的好看，面料也不多好,95.40403011109586
30230,1,价格实惠，服务好，东西不错。,4.630617176186452
47927,0,没收到商品，一个月了，差劲。,44.57628960744308
30018,1,好，不错，得蛮多的，划算，喜欢,52.62332055762399
26817,1,到货好快。服务好！东西满意！,19.229012208537558
5006,1,手机不错，屏大清晰，速度快。,35.100528136476164
44936,0,洗了掉色特严重，很硬，还没穿,183.27306017233252
16856,1,还味吃，现在觉得苹果越来越甜了,87.94785694345302
3845,1,不错 很喜欢 华为平板666,425.86271873503136
28242,1,洗发水好用，洗过头发很清爽…,34.32818179561455
42123,1,可以 比较满意 穿了再来评价,46.68946967693106
34621,0,有一瓶盖子烂了，流的到处都是。,34.93648959347146
33650,0,使用一般，和国货区别不是很大！,19.74399911906114
5554,1,好好的一个好的自己选的好好好货,142.03587807420843
30937,0,说好的吹风机在哪！太垃圾了！,22.017231715184455
60557,0,服务很一般，设施和装修也不好。,14.307364696932796
46810,0,真的和网上看的差别真大，好垃圾,28.363107352403343
25754,1,看着还可以，小的赠送旅行装不错,82.31152337025266
43705,0,物流太慢太慢，衣服不怎么样，,23.348775261794
18630,1,个头小但很甜，用来做早餐正好。,33.134897333542824
41784,1,商品不错，物超所值。真实体验。,23.818796452938933
45106,0,非常一般，不推荐，不要贪便宜,7.942603790837046
31546,0,昨天收到今天就降价，太过分了！,33.78560785945467
43624,0,有股刺鼻的味道，还特别脏，差评,47.729347237584356
10107,0,差评，保护壳都没有，5星差评！,25.78819088744924
32824,0,不好用，不适合我的发质，起头屑,37.00832455901627
4883,1,不错物流给力，值得信赖，正品，,132.66053593273708
31305,0,发来就破了。。懒得跟客服叨叨了,317.6345550408093
17539,1,性价比真他们高。。。。够味还脆,455.0372844126854
3991,1,不错，给妈妈玩游戏用的，很喜欢,11.02921294282386
35438,1,安装好了，还没用，感觉挺好的,17.683600758477173
10959,0,骗子。垃圾货。收到的卡装不了,196.85358358912384
38859,1,衣服挺好的，我一下子买了两件,22.950320857246815
33344,0,还品牌垃圾要死，越洗越多头屑。,70.16467148501219
11811,0,不好买来好后悔玩游戏好卡差评。,111.18068309628508
26497,1,一如既往的快，态度好，日期新。,50.47953709818229
39505,1,裤子面料不错的 版型很喜欢啊,206.68916927193524
34065,0,买了很多次，这次的是假货，失望,53.41398667273218
57426,0,服务不好。乱收费，非常不满意！,11.188881604214462
10211,0,cpu太差 一点都不流畅 亏了,156.13345344793092
6071,1,真正好PAD，学英语不用愁啦,260.60846438488994
46500,0,网上买几次都是烂货，不能相信。,13.620807467461017
39929,1,裤子的质量真的不错，值得表扬！,13.826000880544523
47506,0,穿了一次，扔了，好还是不好？,25.70640828700614
6287,1,屏幕够大，上手容易，物流很快。,10.289576966739642
39475,1,买回来很合适，老公很喜欢。。。,20.341398947232623
38335,1,质量非常不错，穿起来很舒服。,6.4534063016539225
32710,0,就是好难受看到你日目的地后的吧,763.7662764871792
7812,1,帮朋友买的，反馈信息还不错?。,31.30271397879296
33424,0,快递丢失 不处理 没有维权渠道,47.29174109972582
39217,1,很不错哦，我又要在买多一条了,89.13419763512132
35260,0,这个商标都掉了，可能是二手货吧,56.26908269293709
19076,1,苹果包装完好，吃起来香甜可口！,17.38853101798727
58781,0,酒店很旧，设施陈旧！花洒漏水,153.620253467128
10412,0,卡出翔，到底是不是3G运行？,80.42673515228051
46154,0,物流太慢了，就凭这一条给你零分,48.49755163625633
34631,0,非常无语，包装是裸的，没有塑封,38.08741699733635
57024,0,所有的房间里的设施不是很齐全！,26.417324520102312
42499,1,不错，穿上很舒服，面料也不错,19.15503619770225
47937,0,不满意，色差太大！做工一般！！,33.66545491870051
18689,1,苹果不错！很新鲜！到货也很快！,10.327706156168615
47073,0,洗一次线全扯掉了，做工非常粗糙,70.3551456998522
14578,0,功能可以，但表面出现掉漆现象,79.73751057678211
33936,0,送来都爆开了，包装能用点心吗？,138.3492595393618
46214,0,大小不标准 垃圾货下次去桃宝买,482.50225567927237
18541,1,统一大小，味道一般，包装很好。,13.442004284122023
6147,1,东西不错，真的很喜欢很喜欢。,7.8524394305725975
35038,0,一点都不好，，，洗了很痒，差评,44.29832035725562
21809,0,包装不错，口号不太好，很硬不甜,29.008269510713003
47351,0,太差了，以后不会买了，懒得退,33.17365948344132
11255,0,分辨率太低了，看着模糊，后悔了,11.446035076392663
6495,1,我这个是给妈妈买的，她很喜欢,11.956402911700081
27960,1,还行吧，感觉可以满意。好评！,10.624073601159338
59784,0,凑合吧，旺季也不便宜，隔音太差,46.55920255491904
30190,1,比超市便宜，还方便，省的逛超市,36.81368580765638
41065,1,一直喜欢的牌子，好好好好好……,16.065123309911506
12495,0,不好不好不好，真的不好，上当,22.272808299954704
4490,1,刚拿到还没用还知道功能什么样,68.0923277484983
37775,0,你让我这个蒙牛脑残粉情何以堪？,45.14855696550577
18639,1,苹果个小点，颜色一般吃着还行。,13.545140722587472
6522,1,不错很好，京东快递给力棒棒哒,64.4880434007302
45361,0,穿了两次，而且面料粗糙，易脏,35.20739163682324
23149,0,心好几个发黑的。潘石译太差了！,395.17012483957876
45269,0,号码偏小，是棉的，颜色也还可以,97.50330665090344
45110,0,不好，有味非常刺鼻，而且还慢！,175.44419803679997
36596,1,果断的支持下，还是蒙牛厉害啊,111.06111680970365
34714,0,京东客服很垃圾，购买商品注意,13.221114328135442
39832,1,哈哈哈红红火火恍恍惚惚哈哈哈哈,27.999043938828752
43503,0,质量和版型和图片不一样，不好看,23.098129835292006
18791,1,刚收到，看着还可以。还没有吃。,17.955543621212023
5050,1,不错，暂时用着各方面都很满意,16.599949745016186
45857,0,等啦一个星期才到，无敌的郁闷,76.13453531242615
38304,1,非常愉快的一次购物。价廉物美。,9.604783155692493
32290,0,太差劲了，根本和实体店的不同,15.854935896988302
17172,1,早上下单，晚上收到，物流很快。,14.334917026034827
26214,1,看着挺好的 洗发水我 还没用,152.53581739478653
43653,0,不好 买回来穿一次口袋就破了,145.20139868419815
28796,1,给家人买的，家人都喜欢用这个。,15.62755265395923
45067,0,买回一看，跟夜市买的一样，*,111.85198776825924
40256,1,白色质量一般般，料子不是很好！,35.33089665603691
12627,0,wifi不靠谱，上网有限制。,15.45559535940629
20546,0,苹果有坏的，不新鲜，自欺欺人。,22.56244488155839
41781,1,裤子质量挺好的 料子很舒服啊,59.49151867101861
5986,1,除了不是全网通以外，其他都蛮好,26.67541886071307
61796,0,服务差，环境差，缺乏管理和训练,9.525023221326064
47908,0,非常多小碎毛，穿了一次起球球,156.83322558487046
4899,1,机器很不错，外观漂亮 包装精美,50.805640679563794
7036,1,买的第二个了物有所值相信京东,172.9690144280221
40508,1,质量看着还好，就是有点瘦了。,9.263407324608742
31474,0,这物流是蜗牛～产品有待考证～,171.11132309132452
4337,1,帮侄子买的，小朋友说挺好用的。,27.240442406456815
40660,1,手感不错 料子不错 样式不错,100.3390340663945
12511,0,二手的机子 电池不抗用 太坑了,326.9567642865114
28485,1,支持大牌！重要的是搞活动便宜！,17.8075733388285
42157,1,物美价廉，顶顶顶顶顶顶顶顶顶,13.533472026047438
35078,0,洗完头很多头皮屑，怀疑买的假货,61.738873489095944
39965,1,质量不错，值得购买，价钱也实惠,22.512772395746328
35703,1,产品就不评价了，正在使用中。,7.006016298282512
31868,0,沙宣的产品，得看个人适不适合,50.06320060842339
5547,1,真心好用！原装最新版本！喜欢！,35.836950948405466
44544,0,差评 拉链不行，各位兄弟注意了,61.97408578301838
42912,1,很好，质量不错，店家态度挺好,9.675801498144603
7180,1,不错，非常好用！流畅，不卡。,30.2029859952664
7323,1,京东我信任！便宜实惠邮寄快！,40.10163599472791
5333,1,超爽啊，比我之前用的三星好多了,17.402763931116393
31995,0,真假噶时间看书考试计算机技术,139.84984541492344
46205,0,真的差，都不想在班尼路买衣服了,211.7167463301246
12993,0,什么玩意，服了京东了！垃圾，,54.12365855044455
45391,0,不满意，希望下次不要让我失望,12.555975590549727
5688,1,速度还不错，还好卖的是32G的,33.49672858774007
38275,1,舒服，就是质量一般，就值这个价,24.454247868164213
7874,1,还可以吧，用了几天暂时没问题,17.18806344729348
12584,0,耗电快，反应慢，还没有提供发票,29.6824359024921
17836,1,很好，价廉物美经济实惠值得购买,9.20229185598897
5859,1,商品很好 发货很快 服务很好,31.968320423747116
35723,1,美的热水器挺好用的，感觉不错,17.394661553081868
25549,1,京东自营的就是货真价实！！！,66.57919669477509
29724,1,不错，和实体店的一样，很满意的,15.764243988042763
12196,0,我觉得京东我都不会再买东西了，,16.507425314309817
41718,1,样式不错 颜色不错 穿上很舒服,32.07699415925374
46444,0,尺码不对，颜色也不对，能不能放,31.81752429785731
31748,0,不好用，洗过头后，满头头皮屑,192.43639587878647
11185,0,物流很快，但是机子不理想，卡,37.81453265688235
9183,0,用两个月就死机，商家不厚道，,61.31836068994521
32423,0,哎、不想说什么、居然不给我退！,48.761833185774755
34298,0,说好送浴巾的却不发，差评，*,387.94414277429615
3087,1,外观不错，手感也很好，非常喜欢,5.829215765278145
8613,0,差了 在50公分高跌落就这样了,141.52948995784269
46772,0,很差很差，衣服和图片上的差很远,10.117270653907063
20910,0,包装不错，东西可咋说，不咋地。,73.51379614208099
44208,0,**店铺，从购买到换货不负责任,33.8575817980816
38737,1,很不错 男朋友很喜欢 强力推荐,33.3975236667458
37785,0,蒙牛伤不起啊！喝蒙牛更伤不起！,22.07879561972965
6390,1,质量还行，这个价位还是不错的,6.3888098636555375
28231,1,不错的，送货速度快，价格实惠。,5.996984894163964
15581,1,还不错，一直购买的品牌....,12.383319721648967
30847,0,还没开始用，价格和超市差不多。,6.585815629598978
37974,0,如果是真的就卸载一切360软件,26.309250762112818
26977,1,套装商品还满减谁不心动不如行动,349.87462180003956
5066,1,商品很不错，京东加油！支持！！,29.380400672806644
12871,0,怎么我刚才差评会不见了呢？？？,76.35428136825546
21666,0,大家看看这样的苹果要怎么吃啊！,6.638751810220038
43538,0,一般！用手摸起来硬硬的，假贷！,85.63856521687381
19599,1,果子个头刚刚好，新鲜，准时送达,53.72758311653098
5314,1,机器很好，公司内部使用小巧，赞,35.10478966611171
