,labels,text
45679,0,裤子不行，沾毛，而且裤脚还很长
35281,0,说好的20号，我23号才收到
38361,1,东西好，物美价廉，下次换来购物
60011,0,地点很好，酒店太老太不够四星
40392,1,不错， 穿上很舒服， 款式不错
13200,1,体积轻巧。做工精细。价格低廉。
44020,0,京东死人了买个东西十天不发货
42396,1,面料不错，价格实惠，穿上很舒服
30625,0,不好用，假的，洗了有头皮屑…
57168,0,住的是副楼，有味，位置没的说
3914,1,挺好的，轻便，屏幕也大，不卡。
10255,0,服了京东在线客服，简直不是人
39601,1,裤子很舒适，和衣服搭配很适合！
58751,0,环境一般，卫生不是很好。将就着
30621,0,这次发货速度慢的有点惊人了，
42173,1,裤子质量不错的 价格还很划算啊
40658,1,.呵，货真不错，老公很喜欢！
18480,1,东西没毛病 物流很快 还会购买
40901,1,第3次卖了，这个价格非常值得。
59948,0,太吵了！受不了！隔音设施不好！
36639,1,蒙牛纯牛奶换新包装了，支持一下
33007,0,后来买了之后才发现一点都不划算
41413,1,裤子很好噢，和实体店里的一样
3916,1,不错很满意，已经是第二次买了！
5416,1,送了这么久了，不错的。支持华为
23269,0,从此与京东绝交，一路差评到底！
9074,0,垃圾产品，问题多多，谁买谁后悔
27212,1,还不错吧，其实没觉得有多大不同
61162,0,十年没重新装修了，房间有点味道
29631,1,看到做活动就买了，蛮实惠的。
11423,0,不好用，玩游戏卡，欺骗消费者
31850,0,货还没有收到，怎么显示已完成？
