,labels,text
2290,1,经常吃他家的饭，很不错，超值
967,1,鱼香肉丝的好吃，土豆丝的有点油
3293,1,好吃极了，这次送的还比较快。
4604,0,慢的要死，一点也不好吃！死贵！
7070,0,"再也不点了,大拌菜都不新鲜了"
5284,0,真是慢！！！提前订也是这么慢
415,1,"汤很好的说,送餐很快,棒棒da"
2644,1,很喜欢吃酸菜。汤也很鲜。。。
5950,0,已经二小时了还未送到饿坏了。
11320,0,预计11点24送，现在12点了
10380,0,菜都凉的，感觉没熟，量太少！
5944,0,"豆腐脑都成果冻了,没吃全扔了"
5013,0,"最后吃的时候凉了,然后也不能热"
385,1,送餐快，菜品还是热的.服务也好
6790,0,"差评,不好吃,袋子弄的全是麻酱"
7631,0,就是一个字，慢，两个字，太慢
6133,0,订了三碗粥，三份分量都不一样坑
3730,1,说好的豆瓣酱哪去了，忘了吗？
4944,0,送餐非常慢，东西又难吃，没有酱
4096,0,送的东西三盒都洒了，车翻了吗？
6455,0,送餐超慢，里面披萨怎么分开了？
2616,1,感谢骑士冒着严寒送餐，辛苦了
4255,0,肘子卷不好吃，与实物也不一样
194,1,小哥态度很好，两种饮料都很好喝
3886,1,肥肠粉味道不错，就是分量有点少
1286,1,赶时间，联系店家提前送的，超赞
6364,0,卷饼里面都是蔬菜！饭呢！骗银
704,1,配送很好，联系不到我还等了好久
1806,1,大份的超级大，里面好多大肉块
590,1,送菜速度很快，很好，谢谢师傅
806,1,送歺及时，服务周到，菜品可口
2225,1,太特么牛逼了，全是肉，卧槽！
