,labels,text
19108,1,@檐间飞鸟 送你一辆[哈哈]
13701,1,过节这两天得照顾它们了[嘻嘻]
28177,1,小清新的庭院[爱你][爱你]
44057,1,好么！纹个杨二车娜姆！[哈哈]
41319,1,[哈哈]我来帮忙拉仇恨@蓝冰滢
20287,1,喷。。。//@牛秀元：[哈哈]
13884,1,谁家手机是有线连接的？[哈哈]
110371,0,帅？这是形容男人的吧？[泪]
33182,1,哈哈，就怪你心眼太多[哈哈]
52812,1,晚上一碗米饭，吃撑了！[哈哈]
57175,0,尼玛 我彻底的老了！！[抓狂]
30631,1,吃年夜饭哈哈[哈哈][哈哈]
49209,1,感谢评价[哈哈]！健康第一！
63540,0,它含着多少委屈离开的啊[泪]
20029,1,塔瓦纳系列图片哦~~[太开心]
38885,1,[鼓掌][鼓掌][鼓掌]回去看
93520,0,从不去，因为不知道怎么逛[衰]
72496,0,[怒]每天一斤奶，致癌中国人！
61864,0,好地方上次活动没有去成[泪]
71220,0,好冷噢，外面站了2个小时[泪]
86424,0,今天就在床上横着吧[泪][泪]
85414,0,算了，查不查就那一堆了[怒骂]
64976,0,就怕与数字打交道[晕]随它去吧
84186,0,[衰]//@直言文化:[衰]
95936,0,赚钱真是件费心费力的事[泪]
17226,1,我们都爱滑梯[嘻嘻][嘻嘻]
62987,0,黄老斯家的砂锅不会爆炸吗[衰]
16775,1,辞旧迎新啦，新年快乐~[嘻嘻]
71961,0,7000多次…[吃惊][衰]
71964,0,[衰]我也很想把男的碎了扔马桶
15257,1,妈咪们～试试不[哈哈][哈哈]
81572,0,愁死算了[衰]//@付明德律师
