,labels,text
58953,0,擦，怎么老是有人泄密！！[衰]
97223,0,写个提纲 随时准备开拍 [怒]
94879,0,失眠啦。他姥姥个腿的。[泪]
36007,1,转给我们设计小哥看看[哈哈]
78451,0,[泪] //@周宇舫:祈祷！
97254,0,手脚冰凉~肿么个情况？ [泪]
41524,1,//@XHP海蓝宝: [哈哈]
86097,0,//@1句实话:[怒][怒]
61506,0,[晕]  //@杨帆:[嘻嘻]
19399,1,Foodies...[嘻嘻]
88598,0,客人被小朋友们拉着练口语[晕]
99869,0,[围观]//@宁财神:[泪]
77927,0,[泪][蜡烛][蜡烛][蜡烛]
36842,1,让您的孩子不再害怕打针[鼓掌]
21840,1,冬瓜茶~吹的是台湾风。[哈哈]
81316,0,只想逼自己减肥。。。[抓狂]
16783,1,能看出我拍的是啥吗？[哈哈]
66104,0,麻痹！！一洗车就下雨！[怒]
24019,1,[哈哈]BMW品牌将情何以堪？
39130,1,准备出发去旅顺...[嘻嘻]
49946,1,[鼓掌]敬畏自然，理想户外！
45772,1,回家睡觉，晚安各位！[嘻嘻]
44057,1,好么！纹个杨二车娜姆！[哈哈]
28773,1,公子客气了，！[嘻嘻][嘻嘻]
13520,1,深深同情！扩散求法！[哈哈]
78536,0,不是这么恶劣吧！[怒][怒]
113991,0,这照片把我拍成这个样子[抓狂]
19628,1,第五张的眼神太迷离了[哈哈]
53018,1,[哈哈]//@特伦C: 笑了
68313,0,牛郎织女本来就是韩国的[怒]
108026,0,今天又穿了刮??趾鞋上班[泪]
5362,1,//@唯爱美食每刻:[哈哈]
