,labels,text,ppl
19108,1,@檐间飞鸟 送你一辆[哈哈],51.32014980044522
13701,1,过节这两天得照顾它们了[嘻嘻],10.210620923924516
28177,1,小清新的庭院[爱你][爱你],8.745816545180379
44057,1,好么！纹个杨二车娜姆！[哈哈],130.47920987531134
41319,1,[哈哈]我来帮忙拉仇恨@蓝冰滢,51.893265367282446
20287,1,喷。。。//@牛秀元：[哈哈],62.739984985921694
13884,1,谁家手机是有线连接的？[哈哈],6.982077426700036
110371,0,帅？这是形容男人的吧？[泪],12.076020738474952
33182,1,哈哈，就怪你心眼太多[哈哈],9.854275088182918
52812,1,晚上一碗米饭，吃撑了！[哈哈],9.152015680081282
57175,0,尼玛 我彻底的老了！！[抓狂],11.191322273796885
30631,1,吃年夜饭哈哈[哈哈][哈哈],17.493046584614913
49209,1,感谢评价[哈哈]！健康第一！,6.317003891266607
63540,0,它含着多少委屈离开的啊[泪],11.398330814533573
20029,1,塔瓦纳系列图片哦~~[太开心],14.578475361719404
38885,1,[鼓掌][鼓掌][鼓掌]回去看,5.629165491820924
93520,0,从不去，因为不知道怎么逛[衰],21.54610362158416
72496,0,[怒]每天一斤奶，致癌中国人！,33.09740566197316
61864,0,好地方上次活动没有去成[泪],13.414382577265688
71220,0,好冷噢，外面站了2个小时[泪],16.918374857348564
86424,0,今天就在床上横着吧[泪][泪],8.28867098704383
85414,0,算了，查不查就那一堆了[怒骂],16.864330385272
64976,0,就怕与数字打交道[晕]随它去吧,18.535693110917418
84186,0,[衰]//@直言文化:[衰],28.735432694657575
95936,0,赚钱真是件费心费力的事[泪],4.984185925448087
17226,1,我们都爱滑梯[嘻嘻][嘻嘻],12.26497982023209
62987,0,黄老斯家的砂锅不会爆炸吗[衰],49.009096600609034
16775,1,辞旧迎新啦，新年快乐~[嘻嘻],9.602607819998306
71961,0,7000多次…[吃惊][衰],210.39014409400386
71964,0,[衰]我也很想把男的碎了扔马桶,31.11666433846128
15257,1,妈咪们～试试不[哈哈][哈哈],11.620012966127565
81572,0,愁死算了[衰]//@付明德律师,132.36801214828506
