,labels,text,ppl
30574,0,怀疑是假货，洗发后感觉很不好,7.523456775901012
7598,1,手机质量很好哎，就是没有送礼品,4.772001501218141
43849,0,有差异的产品，下次不会选购了,5.814609410991197
10361,0,东西搭配了一堆没用的，给差评,8.656532679299087
3099,1,一般般 会有卡顿 看电影还行,25.669747450272038
28438,1,不错很满意，物流小哥很给力。,5.369681523202655
34577,0,京东的配送就这样吗？真是失望,4.168777740835043
12015,0,非常不满意，大型游戏根本玩不了,2.813480368472185
31819,0,垃圾京东，收钱不发货，趁早倒闭,13.72378883158044
42623,1,衣服面料很舒服，柔软，大小合适,3.117309723953037
43428,0,哎与图片差距太大真心接受不了,8.997521867035996
38964,1,面料很好，款式时尚 穿上很舒服,2.399887845418426
32231,0,洗发水不正宗的，洗完头皮屑很多,8.579870240437602
17545,1,京东商城的商品实惠，继续支持！,3.270967062286755
36576,1,蒙牛出香蕉奶啦 味道还不错哦,30.389793494579756
6653,1,快递速度很快，平板用了还不错。,5.4351581206881665
39896,1,大小合适，有弹力，辉常满意！,11.799554389646469
38971,1,刚收到货，很好，物超所值！！,7.73817591490993
41286,1,穿上变得特别帅，怎么呢？嘻嘻。,8.475303342836247
29583,1,超值值得购买！便宜实惠真的很好,3.2205764036135975
12956,0,不咋好，显示不清楚，想贴膜的,15.77785284129015
31712,0,不好，这么贵还不好，我也是醉了,9.15194119823896
31680,0,啥时候到啊下单好几天了还没到?,12.112873046639091
60362,0,很一般，价格不高，但设备差！,6.332920429654777
45785,0,没穿几次就破2个洞，做工不好。,11.616241084685555
30820,0,被坑了，不好用，只能给一星?,26.998501712149626
10933,0,送货师傅不错，平板质量一般般,6.74001970855698
40218,1,穿上很舒服，面料不错，蛮好的,3.6720389558505304
36597,1,蒙牛滴。。。口感醇厚，不错～,47.485202804153914
47403,0,衣服不行 ！！！ 快递也不给力,14.272626071650782
42213,1,质量好，做工精细。非常满意！,2.338873120103195
31785,0,不好用，味道太浓，不适合男人,4.941661104004665
46015,0,质量没有想像的那么好，不要上当,3.850146515796361
42170,1,款式新颖，又合身，孩子很喜欢,2.953579997478759
43150,0,欺骗消费者！！！严重不符！！！,6.514940244063925
45415,0,商品没图上的好看，面料也不多好,13.227333568321704
30230,1,价格实惠，服务好，东西不错。,1.9253353921140886
47927,0,没收到商品，一个月了，差劲。,10.54928932772351
30018,1,好，不错，得蛮多的，划算，喜欢,13.674885814378028
26817,1,到货好快。服务好！东西满意！,4.867874987997532
5006,1,手机不错，屏大清晰，速度快。,6.46419633551323
44936,0,洗了掉色特严重，很硬，还没穿,16.987385495495992
16856,1,还味吃，现在觉得苹果越来越甜了,14.988202236755438
3845,1,不错 很喜欢 华为平板666,22.716725249519296
28242,1,洗发水好用，洗过头发很清爽…,6.88078423556611
42123,1,可以 比较满意 穿了再来评价,8.055937416742387
34621,0,有一瓶盖子烂了，流的到处都是。,8.572115105529656
33650,0,使用一般，和国货区别不是很大！,4.973520108705486
5554,1,好好的一个好的自己选的好好好货,21.935916820298036
30937,0,说好的吹风机在哪！太垃圾了！,7.509088509058925
60557,0,服务很一般，设施和装修也不好。,2.7441469273259957
46810,0,真的和网上看的差别真大，好垃圾,4.807461895240678
25754,1,看着还可以，小的赠送旅行装不错,11.695936426644737
43705,0,物流太慢太慢，衣服不怎么样，,4.888665896245626
18630,1,个头小但很甜，用来做早餐正好。,3.500657448998943
41784,1,商品不错，物超所值。真实体验。,4.247170714996048
45106,0,非常一般，不推荐，不要贪便宜,3.020800764873929
31546,0,昨天收到今天就降价，太过分了！,6.354862665954255
43624,0,有股刺鼻的味道，还特别脏，差评,6.068457045687417
10107,0,差评，保护壳都没有，5星差评！,7.210913272885965
32824,0,不好用，不适合我的发质，起头屑,8.427538521932888
4883,1,不错物流给力，值得信赖，正品，,5.567651100033793
31305,0,发来就破了。。懒得跟客服叨叨了,25.804219646320195
17539,1,性价比真他们高。。。。够味还脆,59.7820359872869
3991,1,不错，给妈妈玩游戏用的，很喜欢,2.5384351422052354
35438,1,安装好了，还没用，感觉挺好的,4.842231932223895
10959,0,骗子。垃圾货。收到的卡装不了,13.337306159345015
38859,1,衣服挺好的，我一下子买了两件,3.073750614837053
33344,0,还品牌垃圾要死，越洗越多头屑。,22.818035278947615
11811,0,不好买来好后悔玩游戏好卡差评。,31.927280830167483
26497,1,一如既往的快，态度好，日期新。,7.503460313802666
39505,1,裤子面料不错的 版型很喜欢啊,5.513935748299296
34065,0,买了很多次，这次的是假货，失望,5.571156551325104
57426,0,服务不好。乱收费，非常不满意！,3.8926518699693204
10211,0,cpu太差 一点都不流畅 亏了,23.77972872512391
6071,1,真正好PAD，学英语不用愁啦,27.254027217153
46500,0,网上买几次都是烂货，不能相信。,4.838976310316553
39929,1,裤子的质量真的不错，值得表扬！,3.0647271010405106
47506,0,穿了一次，扔了，好还是不好？,5.380498745652984
6287,1,屏幕够大，上手容易，物流很快。,4.520666575010606
39475,1,买回来很合适，老公很喜欢。。。,5.019528759489641
38335,1,质量非常不错，穿起来很舒服。,2.3226896267399932
32710,0,就是好难受看到你日目的地后的吧,123.39398402036934
7812,1,帮朋友买的，反馈信息还不错?。,6.438209365960437
33424,0,快递丢失 不处理 没有维权渠道,6.739691811003376
39217,1,很不错哦，我又要在买多一条了,15.977622456632227
35260,0,这个商标都掉了，可能是二手货吧,6.685886829818043
19076,1,苹果包装完好，吃起来香甜可口！,5.750890173568825
58781,0,酒店很旧，设施陈旧！花洒漏水,15.834468490547732
10412,0,卡出翔，到底是不是3G运行？,30.080244825621445
46154,0,物流太慢了，就凭这一条给你零分,8.868288385705677
34631,0,非常无语，包装是裸的，没有塑封,12.02791569132721
57024,0,所有的房间里的设施不是很齐全！,4.7961035864498305
42499,1,不错，穿上很舒服，面料也不错,2.8694260774344693
47937,0,不满意，色差太大！做工一般！！,5.6567469005863655
18689,1,苹果不错！很新鲜！到货也很快！,2.439137936217846
47073,0,洗一次线全扯掉了，做工非常粗糙,10.471341399132113
14578,0,功能可以，但表面出现掉漆现象,3.8643548855704246
33936,0,送来都爆开了，包装能用点心吗？,46.696995339577335
46214,0,大小不标准 垃圾货下次去桃宝买,70.75228502692075
18541,1,统一大小，味道一般，包装很好。,5.4244677966961765
6147,1,东西不错，真的很喜欢很喜欢。,2.769241272769887
35038,0,一点都不好，，，洗了很痒，差评,16.792631514151484
21809,0,包装不错，口号不太好，很硬不甜,13.163649090619922
47351,0,太差了，以后不会买了，懒得退,6.477868244269303
11255,0,分辨率太低了，看着模糊，后悔了,2.604358871122333
6495,1,我这个是给妈妈买的，她很喜欢,2.4954599458059024
27960,1,还行吧，感觉可以满意。好评！,5.3898358251316285
59784,0,凑合吧，旺季也不便宜，隔音太差,11.594284729693113
30190,1,比超市便宜，还方便，省的逛超市,3.7840885139670366
41065,1,一直喜欢的牌子，好好好好好……,4.213977247703734
12495,0,不好不好不好，真的不好，上当,8.594566849799598
4490,1,刚拿到还没用还知道功能什么样,10.443568210047731
37775,0,你让我这个蒙牛脑残粉情何以堪？,9.703544297360358
18639,1,苹果个小点，颜色一般吃着还行。,4.814813311210993
6522,1,不错很好，京东快递给力棒棒哒,6.7494963685274225
45361,0,穿了两次，而且面料粗糙，易脏,3.9805500398972997
23149,0,心好几个发黑的。潘石译太差了！,98.35204110170478
45269,0,号码偏小，是棉的，颜色也还可以,10.297494166970708
