,labels,text,ppl
30574,0,怀疑是假货，洗发后感觉很不好,8.910412516901298
7598,1,手机质量很好哎，就是没有送礼品,5.881765645654057
43849,0,有差异的产品，下次不会选购了,7.939760549787185
10361,0,东西搭配了一堆没用的，给差评,9.542964741800045
3099,1,一般般 会有卡顿 看电影还行,48.47306626583369
28438,1,不错很满意，物流小哥很给力。,6.193228725580345
34577,0,京东的配送就这样吗？真是失望,4.258204718069018
12015,0,非常不满意，大型游戏根本玩不了,2.5782477032358213
31819,0,垃圾京东，收钱不发货，趁早倒闭,20.575475995052482
42623,1,衣服面料很舒服，柔软，大小合适,3.8936163148223746
43428,0,哎与图片差距太大真心接受不了,12.346311716538137
38964,1,面料很好，款式时尚 穿上很舒服,3.429959419663818
32231,0,洗发水不正宗的，洗完头皮屑很多,13.603522378750913
17545,1,京东商城的商品实惠，继续支持！,4.366028944683978
36576,1,蒙牛出香蕉奶啦 味道还不错哦,28.511078586818517
6653,1,快递速度很快，平板用了还不错。,6.185296882568369
39896,1,大小合适，有弹力，辉常满意！,11.722739279906623
38971,1,刚收到货，很好，物超所值！！,8.870197765577815
41286,1,穿上变得特别帅，怎么呢？嘻嘻。,11.097849115430597
29583,1,超值值得购买！便宜实惠真的很好,4.2568482656606665
12956,0,不咋好，显示不清楚，想贴膜的,18.40506760384671
31712,0,不好，这么贵还不好，我也是醉了,12.582628980252235
31680,0,啥时候到啊下单好几天了还没到?,14.003074572360966
60362,0,很一般，价格不高，但设备差！,8.368715717992137
45785,0,没穿几次就破2个洞，做工不好。,16.17391039289709
30820,0,被坑了，不好用，只能给一星?,30.76295556467726
10933,0,送货师傅不错，平板质量一般般,6.272330561416856
40218,1,穿上很舒服，面料不错，蛮好的,4.709010810034145
36597,1,蒙牛滴。。。口感醇厚，不错～,63.19725437365235
47403,0,衣服不行 ！！！ 快递也不给力,21.03162112180701
42213,1,质量好，做工精细。非常满意！,2.428051011886479
31785,0,不好用，味道太浓，不适合男人,7.291893749520756
46015,0,质量没有想像的那么好，不要上当,3.9387373182572136
42170,1,款式新颖，又合身，孩子很喜欢,3.7361441685270416
43150,0,欺骗消费者！！！严重不符！！！,5.905658783359665
45415,0,商品没图上的好看，面料也不多好,16.990255784449978
30230,1,价格实惠，服务好，东西不错。,2.386065329557936
47927,0,没收到商品，一个月了，差劲。,7.842306347022933
30018,1,好，不错，得蛮多的，划算，喜欢,13.802072014683105
26817,1,到货好快。服务好！东西满意！,4.655549433956886
